URI,Citation URI,Item Label,Project Label,Project URI,Context (1),Context (2),Context (3),Context URI,Latitude (WGS-84),Longitude (WGS-84),Early BCE/CE,Late BCE/CE,Item Category,Published Date,Updated Date,Consists of,Principle Author / Analyst,Donor Institution/sample Source,Dataset Type,Compositional Group,Sample Source Person,Year,Vessel Part Sampled,Photograph No. - Located In Photographs Folder.,Artefact Type,Museum No.,Group (icp),ICP - Ba,ICP - Ca,ICP - Ce,ICP - Cu,ICP - Fe,ICP - Ga,ICP - Hf,ICP - K,ICP - La,ICP - Li,ICP - Mg,ICP - Na,ICP - Ni,ICP - Sc,ICP - Sr,ICP - Ti,ICP - V,ICP - Yb,ICP - Zn,Sample Weight (g)
"http://opencontext.org/subjects/59A94EBC-000C-47AD-9967-6392DB54F8D5","http://n2t.net/ark:/28722/k26q1sm2n","UNE 350","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-09T05:38:31Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","4","Linda Torres","1638","base","UNE 350","intact jar","B1896","4","373.75","3508.67","84.18","25.43","29413.01","21.77","2.8","10605.77","38.27","47.96","5107.85","1732.34","39.63","15.23","50.57","4757.73","90.87","3.18","65.11","2.5"
"http://opencontext.org/subjects/B7856E0E-DF50-48B1-F817-6483A1431EA4","http://n2t.net/ark:/28722/k21834573","UNE 250","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-09T06:28:33Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","2","Linda Torres","1638","base","UNE 250","intact jar","B1884","2","304.3","1907.75","104.31","10.43","25609.38","21.86","6.15","17481.32","64.85","34.59","4505.42","2305.13","14.09","13.07","49.8","4232.89","67.52","3.79","78.06","2"
"http://opencontext.org/subjects/675A5999-5EB7-45BD-0D67-FAFEAE33EADE","http://n2t.net/ark:/28722/k2pk0cc7j","UNE 293","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-09T10:45:08Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","2","Linda Torres","1638","base","UNE 293","intact jar","B2602","2","271.48","1727.18","77.89","11.81","25605.4","22.19","4.65","15131.74","52.62","39.27","3273.98","2987.66","14.48","11.72","51.77","4306.78","69.79","3.15","73.76","2"
"http://opencontext.org/subjects/F18235BE-B584-41AF-2A01-D3E16CD057B4","http://n2t.net/ark:/28722/k2td9nc0d","UNE 351","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-11T22:00:59Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","2","Linda Torres","1638","base","UNE 351","intact jar","B2467","2","231.34","782.96","72.28","9.42","23359.99","17.69","3.57","13945.71","40.56","23.5","3425.24","2180.61","8.25","10.56","32.48","3577.47","51.53","2.82","66.58","2"
"http://opencontext.org/subjects/E885537A-CB36-49DC-91EF-A6B0729E6676","http://n2t.net/ark:/28722/k2w37r643","UNE 322","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-11T22:06:23Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","2","Linda Torres","1638","base","UNE 322","intact jar","B1852","2","326.66","4060.85","115.69","18.65","28640.54","21.6","4.39","18396.1","71.61","40","6101.83","2338.95","16.78","14","61.47","4479.97","79.37","3.89","92.72","4"
"http://opencontext.org/subjects/0C49A7FA-1DD1-45C3-D86C-BC40BD79BEDB","http://n2t.net/ark:/28722/k2rv0d419","UNE 255","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-11T20:46:34Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","1","Linda Torres","1638","base","UNE 255","intact jar","B1633","1","450.96","1179.24","134.86","11.55","17000.73","22.8","8.01","22543.78","90.05","23.36","2234.05","1960.3","12.85","12.5","48.93","4471.13","49.69","4.58","73.58","2"
"http://opencontext.org/subjects/D1F9C3D9-BCE2-4439-CCFB-4A1F22FCDED3","http://n2t.net/ark:/28722/k2xg9ff1x","UNE 235","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-11T20:27:38Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","1","Linda Torres","1638","base","UNE 235","intact jar","B2539","1","507.42","1748.89","108","8.22","18648.77","19.42","6.76","24190.82","73.6","21.11","3313.77","2184.39","10.92","10.39","52.52","3829.73","32.41","3.86","83.58","4.5"
"http://opencontext.org/subjects/6C810C2A-4F2B-4EBC-0A68-40445B48A2E7","http://n2t.net/ark:/28722/k2nk3bg8s","UNE 310","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-11T20:27:45Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","1","Linda Torres","1638","base","UNE 310","intact jar","B2166","1","373.06","1235.74","83.12","9.86","16814.8","19.29","6.58","20855.2","58.87","23.91","1854.06","1603.75","9.61","9.79","38.77","3774.09","41.29","2.93","75.69","1.5"
"http://opencontext.org/subjects/EE1BEBF7-A147-4061-C379-2DA797B15F8D","http://n2t.net/ark:/28722/k24q7qt25","UNE 382","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-11T20:43:52Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","2","Linda Torres","1638","base","UNE 382","intact jar","B2633","2","294.87","1157.55","101.97","12.79","22440.35","19.4","4.61","17869.23","54.12","41.92","4617.09","2510.34","13.43","12.49","45.84","3996.18","61.86","3.28","90.04","2"
"http://opencontext.org/subjects/B6C238FC-E9FF-4E1F-FC06-4B29109A5048","http://n2t.net/ark:/28722/k2rb71d1t","UNE 324","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-11T20:10:42Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","1","Linda Torres","1638","base","UNE 324","intact jar","B2394","1","465.76","1348.1","135.24","14.28","17545.66","21.12","6.18","21733.76","83.44","27.34","2375.81","2239.08","11.89","11.63","45.05","4114.12","48.94","4.3","70.97","3"
"http://opencontext.org/subjects/C876B011-FB3F-489C-A13C-C0B92F3FBF2A","http://n2t.net/ark:/28722/k20r9rf8d","UNE 318","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-11T20:21:38Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","2","Linda Torres","1638","base","UNE 318","intact jar","B2482","2","392.04","1750.86","97.18","11.54","27223.41","23.65","5.11","18492.31","58.44","42.57","4276.02","3558.93","15.23","14.17","57.8","4917.62","75.13","3.48","82.35","1.5"
"http://opencontext.org/subjects/F4DF2CD8-484B-4CE7-358D-FCAE90FD1874","http://n2t.net/ark:/28722/k21r6sb75","UNE 306","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-11T22:22:14Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","1","Linda Torres","1638","base","UNE 306","intact jar","B1625","1","403.08","1395.91","107.71","9.13","20366.26","18.48","5.88","19311.47","70.19","21.48","4165.28","1676.45","9.15","10.34","42.68","3515.73","40.9","3.11","80.62","3"
"http://opencontext.org/subjects/AAA99DF7-13DE-431F-8A18-A19EE4B7CC63","http://n2t.net/ark:/28722/k2ht2mp54","UNE 312","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-11T21:02:03Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","1","Linda Torres","1638","base","UNE 312","intact jar","B2598","1","345.55","899.39","86.42","8.4","13979.64","18.83","5.95","18932.26","58.97","18.77","2553.39","1634.58","8.35","9.3","34.83","3645.26","39.02","2.81","61.3","4"
"http://opencontext.org/subjects/064FDD25-31FA-4A1B-8053-BDD044E1032A","http://n2t.net/ark:/28722/k25x25g7z","UNE 303","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-11T21:20:19Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","2","Linda Torres","1638","base","UNE 303","intact jar","B2307","2","252.65","3507.15","71.19","9.47","23698.4","19.68","4.78","15572.53","44.53","29.86","7064.85","2362.03","13.12","10.65","56.1","3835.93","55.02","2.72","70.49","3"
"http://opencontext.org/subjects/1305187A-3C1A-4DD2-E418-6CA1220B9170","http://n2t.net/ark:/28722/k2t72cs7g","UNE 290","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-11T21:15:40Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","2","Linda Torres","1638","base","UNE 290","intact jar","B1931","2","283.44","1457.22","73.42","10.3","28107.4","21.36","6.38","17640.09","45.95","36.66","3768.63","2839.34","14.14","12.22","48.19","4098.86","66.45","2.94","75.83","2"
"http://opencontext.org/subjects/C9B95F8C-5A49-4463-B69F-6FDA9BE14F4B","http://n2t.net/ark:/28722/k28g8fm69","UNE 377","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-11T20:22:27Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","1","Linda Torres","1638","base","UNE 377","intact jar","B2541","1","429.12","1280.71","124.3","10.33","18692.79","19.12","5.39","22772.2","74.35","27.56","2722.97","1865.69","9.17","10.84","45.04","4083.46","46.54","3.66","75.71","3.5"
"http://opencontext.org/subjects/F858AE5F-FCB3-46DE-7AB7-53D20CDE9450","http://n2t.net/ark:/28722/k2cz36g8f","UNE 381","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-11T16:45:59Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","2","Linda Torres","1638","base","UNE 381","intact jar","A959","2","384.3","1405.87","90.29","9.91","20631.48","23.63","4.34","18902.47","52.55","32.12","3314.95","2383.53","10.11","12.98","54.32","4867.92","70.37","2.9","62.97","3"
"http://opencontext.org/subjects/57D9B1F1-7C66-4AC5-6F2E-287173DB1199","http://n2t.net/ark:/28722/k21z4645s","UNE 237","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-09T10:52:28Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","2","Linda Torres","1638","base","UNE 237","intact jar","A637","2","275.22","1211.41","83.74","10.25","20698.68","18.24","6.97","17685.48","48.64","33.15","3981.77","2685.62","13.93","11.07","42.32","3600.77","43.28","3.23","80.96","3.5"
"http://opencontext.org/subjects/D597E52C-0B50-4B42-3939-248DD07FC427","http://n2t.net/ark:/28722/k2d795f02","UNE 380","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-09T18:14:23Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","1","Linda Torres","1638","base","UNE 380","intact jar","B343","1","495.19","1821.62","125.43","10.54","19484.94","19.59","6.78","24075.41","76.34","28.19","2573.66","2958.19","9.07","11.18","54.68","4359.63","47.37","3.92","87.59","3"
"http://opencontext.org/subjects/2645CFF8-5E0E-4395-DA50-1C0270FD3706","http://n2t.net/ark:/28722/k2xw4d712","UNE 354","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-09T21:11:13Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","4","Linda Torres","1638","base","UNE 354","intact jar","A616","4","372.04","3256.73","73.22","21.88","27621.18","20.94","3.36","12957.57","33.43","33.19","7969.15","1929.33","32.09","13.5","52.7","4340.19","75.65","2.95","58.39","2"
"http://opencontext.org/subjects/3ED3BEF8-CFDB-4DF9-18D0-00987B46B4E7","http://n2t.net/ark:/28722/k29g5mr2d","UNE 232","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-11T02:23:49Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","1","Linda Torres","1638","base","UNE 232","intact jar","A605","1","434.4","1593.03","123.68","7","22904.87","20.48","9.12","20865.49","72.11","21.89","2516.7","1870.23","9.5","10.29","47.3","4005.06","33.94","4.08","85.49","1"
"http://opencontext.org/subjects/D0C2EBC9-8268-42A5-945F-85CA6DAE4C40","http://n2t.net/ark:/28722/k22n53v5j","UNE 353","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-11T06:31:49Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","4","Linda Torres","1638","base","UNE 353","intact jar","B342","4","395.06","3882.55","79.49","23.43","28708.38","22.97","3.4","12103.92","35.71","45.65","4911.74","1817.35","34.93","15.59","56.67","4957.32","93.29","3.18","56.02","2"
"http://opencontext.org/subjects/7F737783-7557-434B-7D6E-2198AC34EEE9","http://n2t.net/ark:/28722/k27p8th2b","UNE 327","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-13T08:10:04Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","B","5","Linda Torres","1638","base","UNE 327","intact jar","B2542","5","280.88","15896.69","33.06","69.71","70278.39","28.3","0.18","5675.79","6.63","19.4","18911.15","10698.87","31.17","28.29","271.77","5756.94","177.92","3.6","98.72","5"
"http://opencontext.org/subjects/66F2CF5A-9D1C-4F6A-AD32-ED1F454333CF","http://n2t.net/ark:/28722/k2rr1tz2v","UNE 138","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","San Diego","","http://opencontext.org/subjects/2D733C71-AABC-4ED8-4ADB-9C1E18217D86","13.539201","121.168213","1600","1600","Pottery","2013-03-07T00:00:00Z","2017-02-11T02:31:54Z","ceramic","Peter Grave","National Museum of the Philippines","A Ship","2","Eusebio Dizon","1600","broken margin","UNE 138","rim & shoulder","2774","2","318.79","2467.11","96.98","13.45","29918.95","27.02","7.27","17041.84","57.96","41.61","6305.61","2361.78","19.72","14.09","59.28","5320.24","73.48","3.9","94.02","11"
"http://opencontext.org/subjects/41169648-1C2A-4672-B0F9-8CA7CEE13306","http://n2t.net/ark:/28722/k2gb22t74","UNE 158","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","San Diego","","http://opencontext.org/subjects/2D733C71-AABC-4ED8-4ADB-9C1E18217D86","13.539201","121.168213","1600","1600","Pottery","2013-03-07T00:00:00Z","2017-02-09T21:12:21Z","ceramic","Peter Grave","National Museum of the Philippines","A Ship","4","Eusebio Dizon","1600","broken margin","UNE 158","rim & shoulder","259","4","429.89","3641.07","99.51","23.92","48672.07","22.97","5.65","11598.39","39.04","37.82","7041.47","1710.89","43.43","15.46","53.44","4579.21","127.17","3.71","71.05","13"
"http://opencontext.org/subjects/0614E003-776A-4728-D97C-734A8E65667A","http://n2t.net/ark:/28722/k2n01449p","UNE 139","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","San Diego","","http://opencontext.org/subjects/2D733C71-AABC-4ED8-4ADB-9C1E18217D86","13.539201","121.168213","1600","1600","Pottery","2013-03-07T00:00:00Z","2017-02-11T20:44:58Z","ceramic","Peter Grave","National Museum of the Philippines","A Ship","4","Eusebio Dizon","1600","shoulder","UNE 139","rim & shoulder","3547","4","373.97","5734.88","78.32","28.61","46684.39","24.87","4.73","12972.23","38.28","43.24","8868.89","2650.28","39.34","15.94","92.8","4909.59","95.24","3.68","71.33","6.5"
"http://opencontext.org/subjects/AACEFB8C-36E5-4AE4-93BB-3F9C3B52FCCD","http://n2t.net/ark:/28722/k2514068k","UNE 130","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","San Diego","","http://opencontext.org/subjects/2D733C71-AABC-4ED8-4ADB-9C1E18217D86","13.539201","121.168213","1600","1600","Pottery","2013-03-07T00:00:00Z","2017-02-11T20:06:11Z","ceramic","Peter Grave","National Museum of the Philippines","A Ship","1","Eusebio Dizon","1600","upper margin","UNE 130","jar body","3918","1","394.73","1617.35","115.85","11.99","14705.28","11.46","6.41","18923.13","97.38","25.51","6086.96","1683","15.51","11.78","44.85","4913.65","48.24","3.34","71.07","15"
"http://opencontext.org/subjects/A75A7BEB-5647-43CB-44F8-B557B1DDC359","http://n2t.net/ark:/28722/k2s46h90n","UNE 137","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","San Diego","","http://opencontext.org/subjects/2D733C71-AABC-4ED8-4ADB-9C1E18217D86","13.539201","121.168213","1600","1600","Pottery","2013-03-07T00:00:00Z","2017-02-11T20:04:16Z","ceramic","Peter Grave","National Museum of the Philippines","A Ship","4","Eusebio Dizon","1600","base","UNE 137","intact jar","2537","4","394.75","2400.44","74.34","33.23","43723.61","24.49","4.92","15247.62","42.48","48.01","3964.53","2998.13","36.58","17","71.23","5036.7","102.51","3.89","70.62","4"
"http://opencontext.org/subjects/7C430574-CFD3-418B-5DD0-05B0CAA30468","http://n2t.net/ark:/28722/k20867h3q","UNE 150","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","San Diego","","http://opencontext.org/subjects/2D733C71-AABC-4ED8-4ADB-9C1E18217D86","13.539201","121.168213","1600","1600","Pottery","2013-03-07T00:00:00Z","2017-02-12T14:00:50Z","ceramic","Peter Grave","National Museum of the Philippines","A Ship","2","Eusebio Dizon","1600","base","UNE 150","intact jar","1216","2","310.18","1607.16","115.64","27.49","26930.63","25.06","5.81","16790.15","75.08","38","4142.03","2318.39","17.42","13.15","57.52","4972.88","80.88","3.8","98.46","6"
"http://opencontext.org/subjects/5EE052A2-0BD6-427A-A093-78592622EAEA","http://n2t.net/ark:/28722/k2hm52p05","UNE 140","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","San Diego","","http://opencontext.org/subjects/2D733C71-AABC-4ED8-4ADB-9C1E18217D86","13.539201","121.168213","1600","1600","Pottery","2013-03-07T00:00:00Z","2017-02-09T18:14:14Z","ceramic","Peter Grave","National Museum of the Philippines","A Ship","4","Eusebio Dizon","1600","base","UNE 140","intact jar","2664","4","378.77","3314.87","64.21","24.02","29905.07","22.47","4.87","10851.8","38.16","47.54","6855.24","1542.27","42.7","15.22","47.88","4542.8","75","3.14","62.1","5"
"http://opencontext.org/subjects/883383E4-04CF-4808-383B-9AEF04F37541","http://n2t.net/ark:/28722/k2k64g45g","UNE 109","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","San Diego","","http://opencontext.org/subjects/2D733C71-AABC-4ED8-4ADB-9C1E18217D86","13.539201","121.168213","1600","1600","Pottery","2013-03-07T00:00:00Z","2017-02-13T08:50:41Z","ceramic","Peter Grave","National Museum of the Philippines","A Ship","2","Eusebio Dizon","1600","base","UNE 109","intact jar","826","2","355.91","2163.44","71.23","20.18","31940.47","32.49","5.13","16260.27","51.39","34.93","6053.61","2237.1","14.29","11.83","73.79","3645.25","77.37","3.54","97.26","3"
"http://opencontext.org/subjects/E997398E-AF47-4245-82FF-8A0DB1D14178","http://n2t.net/ark:/28722/k2r49gc8t","UNE 155","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","San Diego","","http://opencontext.org/subjects/2D733C71-AABC-4ED8-4ADB-9C1E18217D86","13.539201","121.168213","1600","1600","Pottery","2013-03-07T00:00:00Z","2017-02-09T21:18:24Z","ceramic","Peter Grave","National Museum of the Philippines","A Ship","4","Eusebio Dizon","1600","rim","UNE 155","sherd rim","141","4","182.54","6338.14","52.46","21.48","48725.33","26.55","4.34","8400.12","13.17","48.3","10165.53","2908.97","39.86","17.33","88.57","5200.37","90.93","2.49","56.35","8"
"http://opencontext.org/subjects/0D043834-2007-4FE6-BA59-B374880AAF68","http://n2t.net/ark:/28722/k2930nz39","UNE 129","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","San Diego","","http://opencontext.org/subjects/2D733C71-AABC-4ED8-4ADB-9C1E18217D86","13.539201","121.168213","1600","1600","Pottery","2013-03-07T00:00:00Z","2017-02-11T21:24:22Z","ceramic","Peter Grave","National Museum of the Philippines","A Ship","4","Eusebio Dizon","1600","base","UNE 129","base","none","4","390.49","3578.1","84.83","31.43","30813.87","12.99","4.97","9190.01","52.09","43","11920.4","1550.82","45.7","16.21","52.78","5772.45","83.57","3.49","66.35","10"
"http://opencontext.org/subjects/855F1514-1AA2-45BB-E37F-3389304B03B3","http://n2t.net/ark:/28722/k2sj19v2j","UNE 372","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-11T02:37:15Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","1","Linda Torres","1638","base","UNE 372","broken jar","B2181","1","421.38","1265.76","124.4","10.86","18950.62","19.53","4.93","19500.21","75.94","25.92","5354.54","2103.53","11.84","11.7","43.81","4086.55","47.85","4.14","77.8","2"
"http://opencontext.org/subjects/2D6B79B4-36D2-429C-1FD9-CB3EE2222619","http://n2t.net/ark:/28722/k2ww7cb29","UNE 371","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Northern Mariana Islands","Conception","","http://opencontext.org/subjects/C488564F-14FA-4869-7BF7-CF70BABB3AEF","15.199386","141.811523","1638","1638","Pottery","2013-03-07T00:00:00Z","2017-02-11T19:12:52Z","ceramic","Peter Grave","Commonwealth of the Northern Mariana Islands Museum","A Ship","1","Linda Torres","1638","base","UNE 371","broken jar","59-2","1","454.49","1582.54","128.33","9.62","21263.84","19.41","4.92","21721.5","80.46","26.4","3652.67","1869.64","12.09","11.54","47.05","4062.17","48.16","3.99","79.21","2"
